ddg.type	ddg.num	ddg.name	ddg.value	ddg.return.linked	ddg.auto.created	ddg.time	ddg.snum	ddg.lnum
Finish	306	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.605	0	41
Start	307	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.607	0	41
Binding	308	...  <-  newX[, i]		FALSE	FALSE	12.609	0	41
Binding	309	...  <-  ...		FALSE	FALSE	12.616	0	41
Operation	310	FUN	FUN	FALSE	FALSE	12.62	0	41
Operation	311	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	12.625	0	41
Operation	312	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	12.637	0	41
Finish	313	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.651	0	41
Start	314	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.653	0	41
Binding	315	...  <-  newX[, i]		FALSE	FALSE	12.656	0	41
Binding	316	...  <-  ...		FALSE	FALSE	12.663	0	41
Operation	317	FUN	FUN	FALSE	FALSE	12.668	0	41
Operation	318	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	12.673	0	41
Operation	319	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	12.701	0	41
Finish	320	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.712	0	41
Start	321	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.715	0	41
Binding	322	...  <-  newX[, i]		FALSE	FALSE	12.718	0	41
Binding	323	...  <-  ...		FALSE	FALSE	12.726	0	41
Operation	324	FUN	FUN	FALSE	FALSE	12.73	0	41
Operation	325	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	12.734	0	41
Operation	326	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	12.748	0	41
Finish	327	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.757	0	41
Start	328	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.76	0	41
Binding	329	...  <-  newX[, i]		FALSE	FALSE	12.762	0	41
Binding	330	...  <-  ...		FALSE	FALSE	12.769	0	41
Operation	331	FUN	FUN	FALSE	FALSE	12.773	0	41
Operation	332	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	12.778	0	41
Operation	333	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	12.791	0	41
Finish	334	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.804	0	41
Start	335	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.806	0	41
Binding	336	...  <-  newX[, i]		FALSE	FALSE	12.808	0	41
Binding	337	...  <-  ...		FALSE	FALSE	12.815	0	41
Operation	338	FUN	FUN	FALSE	FALSE	12.82	0	41
Operation	339	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	12.824	0	41
Operation	340	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	12.836	0	41
Finish	341	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.846	0	41
Start	342	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.85	0	41
Binding	343	...  <-  newX[, i]		FALSE	FALSE	12.852	0	41
Binding	344	...  <-  ...		FALSE	FALSE	12.859	0	41
Operation	345	FUN	FUN	FALSE	FALSE	12.864	0	41
Operation	346	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	12.868	0	41
Operation	347	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	12.879	0	41
Finish	348	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.891	0	41
Start	349	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	12.894	0	41
Binding	350	...  <-  newX[, i]		FALSE	FALSE	12.897	0	41
Binding	351	...  <-  ...		FALSE	FALSE	12.905	0	41
Operation	352	FUN	FUN	FALSE	FALSE	13.109	0	41
Operation	353	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.114	0	41
Operation	354	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.123	0	41
Finish	355	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.132	0	41
Start	356	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.134	0	41
Binding	357	...  <-  newX[, i]		FALSE	FALSE	13.137	0	41
Binding	358	...  <-  ...		FALSE	FALSE	13.146	0	41
Operation	359	FUN	FUN	FALSE	FALSE	13.152	0	41
Operation	360	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.157	0	41
Operation	361	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.167	0	41
Finish	362	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.175	0	41
Start	363	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.178	0	41
Binding	364	...  <-  newX[, i]		FALSE	FALSE	13.18	0	41
Binding	365	...  <-  ...		FALSE	FALSE	13.187	0	41
Operation	366	FUN	FUN	FALSE	FALSE	13.194	0	41
Operation	367	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.199	0	41
Operation	368	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.208	0	41
Finish	369	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.217	0	41
Start	370	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.219	0	41
Binding	371	...  <-  newX[, i]		FALSE	FALSE	13.222	0	41
Binding	372	...  <-  ...		FALSE	FALSE	13.231	0	41
Operation	373	FUN	FUN	FALSE	FALSE	13.237	0	41
Operation	374	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.242	0	41
Operation	375	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.251	0	41
Finish	376	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.26	0	41
Start	377	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.262	0	41
Binding	378	...  <-  newX[, i]		FALSE	FALSE	13.266	0	41
Binding	379	...  <-  ...		FALSE	FALSE	13.274	0	41
Operation	380	FUN	FUN	FALSE	FALSE	13.28	0	41
Operation	381	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.285	0	41
Operation	382	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.293	0	41
Finish	383	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.303	0	41
Start	384	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.306	0	41
Binding	385	...  <-  newX[, i]		FALSE	FALSE	13.309	0	41
Binding	386	...  <-  ...		FALSE	FALSE	13.319	0	41
Operation	387	FUN	FUN	FALSE	FALSE	13.326	0	41
Operation	388	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.33	0	41
Operation	389	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.338	0	41
Finish	390	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.347	0	41
Start	391	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.349	0	41
Binding	392	...  <-  newX[, i]		FALSE	FALSE	13.352	0	41
Binding	393	...  <-  ...		FALSE	FALSE	13.361	0	41
Operation	394	FUN	FUN	FALSE	FALSE	13.368	0	41
Operation	395	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.375	0	41
Operation	396	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.386	0	41
Finish	397	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.399	0	41
Start	398	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.401	0	41
Binding	399	...  <-  newX[, i]		FALSE	FALSE	13.404	0	41
Binding	400	...  <-  ...		FALSE	FALSE	13.411	0	41
Operation	401	FUN	FUN	FALSE	FALSE	13.416	0	41
Operation	402	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.423	0	41
Operation	403	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.436	0	41
Finish	404	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.447	0	41
Start	405	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.45	0	41
Binding	406	...  <-  newX[, i]		FALSE	FALSE	13.454	0	41
Binding	407	...  <-  ...		FALSE	FALSE	13.464	0	41
Operation	408	FUN	FUN	FALSE	FALSE	13.47	0	41
Operation	409	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.475	0	41
Operation	410	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.488	0	41
Finish	411	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.5	0	41
Start	412	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.502	0	41
Binding	413	...  <-  newX[, i]		FALSE	FALSE	13.506	0	41
Binding	414	...  <-  ...		FALSE	FALSE	13.514	0	41
Operation	415	FUN	FUN	FALSE	FALSE	13.519	0	41
Operation	416	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.524	0	41
Operation	417	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.538	0	41
Finish	418	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.548	0	41
Start	419	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.551	0	41
Binding	420	...  <-  newX[, i]		FALSE	FALSE	13.554	0	41
Binding	421	...  <-  ...		FALSE	FALSE	13.561	0	41
Operation	422	FUN	FUN	FALSE	FALSE	13.566	0	41
Operation	423	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.571	0	41
Operation	424	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.587	0	41
Finish	425	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.599	0	41
Start	426	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.602	0	41
Binding	427	...  <-  newX[, i]		FALSE	FALSE	13.605	0	41
Binding	428	...  <-  ...		FALSE	FALSE	13.614	0	41
Operation	429	FUN	FUN	FALSE	FALSE	13.62	0	41
Operation	430	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.626	0	41
Operation	431	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.639	0	41
Finish	432	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.65	0	41
Start	433	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.653	0	41
Binding	434	...  <-  newX[, i]		FALSE	FALSE	13.656	0	41
Binding	435	...  <-  ...		FALSE	FALSE	13.663	0	41
Operation	436	FUN	FUN	FALSE	FALSE	13.672	0	41
Operation	437	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.677	0	41
Operation	438	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.688	0	41
Finish	439	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.699	0	41
Start	440	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.703	0	41
Binding	441	...  <-  newX[, i]		FALSE	FALSE	13.706	0	41
Binding	442	...  <-  ...		FALSE	FALSE	13.716	0	41
Operation	443	FUN	FUN	FALSE	FALSE	13.721	0	41
Operation	444	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.726	0	41
Operation	445	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.738	0	41
Finish	446	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.75	0	41
Start	447	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.752	0	41
Binding	448	...  <-  newX[, i]		FALSE	FALSE	13.756	0	41
Binding	449	...  <-  ...		FALSE	FALSE	13.765	0	41
Operation	450	FUN	FUN	FALSE	FALSE	13.772	0	41
Operation	451	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.778	0	41
Operation	452	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.79	0	41
Finish	453	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.8	0	41
Start	454	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.802	0	41
Binding	455	...  <-  newX[, i]		FALSE	FALSE	13.805	0	41
Binding	456	...  <-  ...		FALSE	FALSE	13.815	0	41
Operation	457	FUN	FUN	FALSE	FALSE	13.821	0	41
Operation	458	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.829	0	41
Operation	459	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.841	0	41
Finish	460	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.851	0	41
Start	461	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.853	0	41
Binding	462	...  <-  newX[, i]		FALSE	FALSE	13.856	0	41
Binding	463	...  <-  ...		FALSE	FALSE	13.865	0	41
Operation	464	FUN	FUN	FALSE	FALSE	13.871	0	41
Operation	465	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.877	0	41
Operation	466	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.889	0	41
Finish	467	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.899	0	41
Start	468	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.903	0	41
Binding	469	...  <-  newX[, i]		FALSE	FALSE	13.906	0	41
Binding	470	...  <-  ...		FALSE	FALSE	13.914	0	41
Operation	471	FUN	FUN	FALSE	FALSE	13.921	0	41
Operation	472	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.927	0	41
Operation	473	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.937	0	41
Finish	474	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.949	0	41
Start	475	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	13.952	0	41
Binding	476	...  <-  newX[, i]		FALSE	FALSE	13.955	0	41
Binding	477	...  <-  ...		FALSE	FALSE	13.965	0	41
Operation	478	FUN	FUN	FALSE	FALSE	13.975	0	41
Operation	479	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	13.98	0	41
Operation	480	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	13.991	0	41
Finish	481	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14	0	41
Start	482	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.004	0	41
Binding	483	...  <-  newX[, i]		FALSE	FALSE	14.008	0	41
Binding	484	...  <-  ...		FALSE	FALSE	14.019	0	41
Operation	485	FUN	FUN	FALSE	FALSE	14.024	0	41
Operation	486	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.029	0	41
Operation	487	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.037	0	41
Finish	488	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.046	0	41
Start	489	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.049	0	41
Binding	490	...  <-  newX[, i]		FALSE	FALSE	14.054	0	41
Binding	491	...  <-  ...		FALSE	FALSE	14.065	0	41
Operation	492	FUN	FUN	FALSE	FALSE	14.071	0	41
Operation	493	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.077	0	41
Operation	494	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.089	0	41
Finish	495	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.1	0	41
Start	496	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.103	0	41
Binding	497	...  <-  newX[, i]		FALSE	FALSE	14.106	0	41
Binding	498	...  <-  ...		FALSE	FALSE	14.116	0	41
Operation	499	FUN	FUN	FALSE	FALSE	14.311	0	41
Operation	500	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.317	0	41
Operation	501	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.327	0	41
Finish	502	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.341	0	41
Start	503	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.345	0	41
Binding	504	...  <-  newX[, i]		FALSE	FALSE	14.349	0	41
Binding	505	...  <-  ...		FALSE	FALSE	14.358	0	41
Operation	506	FUN	FUN	FALSE	FALSE	14.365	0	41
Operation	507	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.371	0	41
Operation	508	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.383	0	41
Finish	509	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.397	0	41
Start	510	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.401	0	41
Binding	511	...  <-  newX[, i]		FALSE	FALSE	14.405	0	41
Binding	512	...  <-  ...		FALSE	FALSE	14.414	0	41
Operation	513	FUN	FUN	FALSE	FALSE	14.42	0	41
Operation	514	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.426	0	41
Operation	515	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.44	0	41
Finish	516	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.452	0	41
Start	517	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.455	0	41
Binding	518	...  <-  newX[, i]		FALSE	FALSE	14.458	0	41
Binding	519	...  <-  ...		FALSE	FALSE	14.468	0	41
Operation	520	FUN	FUN	FALSE	FALSE	14.475	0	41
Operation	521	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.482	0	41
Operation	522	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.497	0	41
Finish	523	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.509	0	41
Start	524	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.513	0	41
Binding	525	...  <-  newX[, i]		FALSE	FALSE	14.517	0	41
Binding	526	...  <-  ...		FALSE	FALSE	14.527	0	41
Operation	527	FUN	FUN	FALSE	FALSE	14.532	0	41
Operation	528	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.538	0	41
Operation	529	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.553	0	41
Finish	530	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.565	0	41
Start	531	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.57	0	41
Binding	532	...  <-  newX[, i]		FALSE	FALSE	14.574	0	41
Binding	533	...  <-  ...		FALSE	FALSE	14.583	0	41
Operation	534	FUN	FUN	FALSE	FALSE	14.588	0	41
Operation	535	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.594	0	41
Operation	536	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.61	0	41
Finish	537	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.624	0	41
Start	538	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.627	0	41
Binding	539	...  <-  newX[, i]		FALSE	FALSE	14.631	0	41
Binding	540	...  <-  ...		FALSE	FALSE	14.64	0	41
Operation	541	FUN	FUN	FALSE	FALSE	14.645	0	41
Operation	542	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.652	0	41
Operation	543	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.665	0	41
Finish	544	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.677	0	41
Start	545	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.68	0	41
Binding	546	...  <-  newX[, i]		FALSE	FALSE	14.684	0	41
Binding	547	...  <-  ...		FALSE	FALSE	14.693	0	41
Operation	548	FUN	FUN	FALSE	FALSE	14.699	0	41
Operation	549	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.704	0	41
Operation	550	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.718	0	41
Finish	551	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.732	0	41
Start	552	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.735	0	41
Binding	553	...  <-  newX[, i]		FALSE	FALSE	14.738	0	41
Binding	554	...  <-  ...		FALSE	FALSE	14.747	0	41
Operation	555	FUN	FUN	FALSE	FALSE	14.753	0	41
Operation	556	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.759	0	41
Operation	557	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.77	0	41
Finish	558	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.78	0	41
Start	559	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.783	0	41
Binding	560	...  <-  newX[, i]		FALSE	FALSE	14.787	0	41
Binding	561	...  <-  ...		FALSE	FALSE	14.795	0	41
Operation	562	FUN	FUN	FALSE	FALSE	14.803	0	41
Operation	563	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.81	0	41
Operation	564	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.822	0	41
Finish	565	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.833	0	41
Start	566	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.838	0	41
Binding	567	...  <-  newX[, i]		FALSE	FALSE	14.842	0	41
Binding	568	...  <-  ...		FALSE	FALSE	14.852	0	41
Operation	569	FUN	FUN	FALSE	FALSE	14.858	0	41
Operation	570	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.865	0	41
Operation	571	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.877	0	41
Finish	572	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.89	0	41
Start	573	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.894	0	41
Binding	574	...  <-  newX[, i]		FALSE	FALSE	14.898	0	41
Binding	575	...  <-  ...		FALSE	FALSE	14.909	0	41
Operation	576	FUN	FUN	FALSE	FALSE	14.916	0	41
Operation	577	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.925	0	41
Operation	578	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.938	0	41
Finish	579	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.948	0	41
Start	580	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	14.952	0	41
Binding	581	...  <-  newX[, i]		FALSE	FALSE	14.956	0	41
Binding	582	...  <-  ...		FALSE	FALSE	14.965	0	41
Operation	583	FUN	FUN	FALSE	FALSE	14.972	0	41
Operation	584	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	14.979	0	41
Operation	585	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	14.99	0	41
Finish	586	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.001	0	41
Start	587	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.004	0	41
Binding	588	...  <-  newX[, i]		FALSE	FALSE	15.008	0	41
Binding	589	...  <-  ...		FALSE	FALSE	15.018	0	41
Operation	590	FUN	FUN	FALSE	FALSE	15.025	0	41
Operation	591	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.032	0	41
Operation	592	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.041	0	41
Finish	593	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.051	0	41
Start	594	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.055	0	41
Binding	595	...  <-  newX[, i]		FALSE	FALSE	15.059	0	41
Binding	596	...  <-  ...		FALSE	FALSE	15.07	0	41
Operation	597	FUN	FUN	FALSE	FALSE	15.077	0	41
Operation	598	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.084	0	41
Operation	599	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.093	0	41
Finish	600	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.105	0	41
Start	601	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.109	0	41
Binding	602	...  <-  newX[, i]		FALSE	FALSE	15.114	0	41
Binding	603	...  <-  ...		FALSE	FALSE	15.123	0	41
Operation	604	FUN	FUN	FALSE	FALSE	15.129	0	41
Operation	605	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.134	0	41
Operation	606	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.159	0	41
Finish	607	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.171	0	41
Start	608	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.175	0	41
Binding	609	...  <-  newX[, i]		FALSE	FALSE	15.178	0	41
Binding	610	...  <-  ...		FALSE	FALSE	15.189	0	41
Operation	611	FUN	FUN	FALSE	FALSE	15.379	0	41
Operation	612	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.385	0	41
Operation	613	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.401	0	41
Finish	614	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.415	0	41
Start	615	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.418	0	41
Binding	616	...  <-  newX[, i]		FALSE	FALSE	15.422	0	41
Binding	617	...  <-  ...		FALSE	FALSE	15.431	0	41
Operation	618	FUN	FUN	FALSE	FALSE	15.438	0	41
Operation	619	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.446	0	41
Operation	620	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.46	0	41
Finish	621	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.472	0	41
Start	622	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.477	0	41
Binding	623	...  <-  newX[, i]		FALSE	FALSE	15.482	0	41
Binding	624	...  <-  ...		FALSE	FALSE	15.491	0	41
Operation	625	FUN	FUN	FALSE	FALSE	15.497	0	41
Operation	626	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.503	0	41
Operation	627	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.518	0	41
Finish	628	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.535	0	41
Start	629	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.539	0	41
Binding	630	...  <-  newX[, i]		FALSE	FALSE	15.542	0	41
Binding	631	...  <-  ...		FALSE	FALSE	15.555	0	41
Operation	632	FUN	FUN	FALSE	FALSE	15.564	0	41
Operation	633	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	15.572	0	41
Operation	634	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	15.588	0	41
Finish	635	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	15.602	0	41
